SSA,STATE,COUNTY,FIPS
45955,TX,Wheeler County,48483
45960,TX,Wichita County,48485
45961,TX,Wilbarger County,48487
45962,TX,Willacy County,48489
45970,TX,Williamson County,48491
45971,TX,Wilson County,48493
45972,TX,Winkler County,48495
45973,TX,Wise County,48497
45974,TX,Wood County,48499
45980,TX,Yoakum County,48501
45981,TX,Young County,48503
45982,TX,Zapata County,48505
45983,TX,Zavala County,48507
46000,UT,Beaver County,49001
46010,UT,Box Elder County,49003
46020,UT,Cache County,49005
46030,UT,Carbon County,49007
46040,UT,Daggett County,49009
46050,UT,Davis County,49011
46060,UT,Duchesne County,49013
46070,UT,Emery County,49015
46080,UT,Garfield County,49017
46090,UT,Grand County,49019
46100,UT,Iron County,49021
46110,UT,Juab County,49023
46120,UT,Kane County,49025
46130,UT,Millard County,49027
46140,UT,Morgan County,49029
46150,UT,Piute County,49031
46160,UT,Rich County,49033
46170,UT,Salt Lake County,49035
46180,UT,San Juan County,49037
46190,UT,Sanpete County,49039
46200,UT,Sevier County,49041
46210,UT,Summit County,49043
46220,UT,Tooele County,49045
46230,UT,Uintah County,49047
46240,UT,Utah County,49049
46250,UT,Wasatch County,49051
46260,UT,Washington County,49053
46270,UT,Wayne County,49055
46280,UT,Weber County,49057
47000,VT,Addison County,50001
47010,VT,Bennington County,50003
47020,VT,Caledonia County,50005
47030,VT,Chittenden County,50007
47040,VT,Essex County,50009
47050,VT,Franklin County,50011
47060,VT,Grand Isle County,50013
47070,VT,Lamoille County,50015
47080,VT,Orange County,50017
47090,VT,Orleans County,50019
47100,VT,Rutland County,50021
47110,VT,Washington County,50023
47120,VT,Windham County,50025
47130,VT,Windsor County,50027
49000,VA,Accomack County,51001
49010,VA,Albemarle County,51003
49020,VA,Alleghany County,51005
49030,VA,Amelia County,51007
49040,VA,Amherst County,51009
49050,VA,Appomattox County,51011
49060,VA,Arlington County,51013
49070,VA,Augusta County,51015
49080,VA,Bath County,51017
49090,VA,Bedford County,51019
49100,VA,Bland County,51021
49110,VA,Botetourt County,51023
49120,VA,Brunswick County,51025
49130,VA,Buchanan County,51027
49140,VA,Buckingham County,51029
49150,VA,Campbell County,51031
49160,VA,Caroline County,51033
49170,VA,Carroll County,51035
49180,VA,Charles City County,51036
49190,VA,Charlotte County,51037
49200,VA,Chesterfield County,51041
49210,VA,Clarke County,51043
49220,VA,Craig County,51045
49230,VA,Culpeper County,51047
49240,VA,Cumberland County,51049
49250,VA,Dickenson County,51051
49260,VA,Dinwiddie County,51053
49280,VA,Essex County,51057
49290,VA,Fairfax County,51059
49300,VA,Fauquier County,51061
49310,VA,Floyd County,51063
49320,VA,Fluvanna County,51065
49330,VA,Franklin County,51067
49340,VA,Frederick County,51069
49350,VA,Giles County,51071
49360,VA,Gloucester County,51073
49370,VA,Goochland County,51075
49380,VA,Grayson County,51077
49390,VA,Greene County,51079
49400,VA,Greensville County,51081
49410,VA,Halifax County,51083
49420,VA,Hanover County,51085
49430,VA,Henrico County,51087
49440,VA,Henry County,51089
49450,VA,Highland County,51091
49460,VA,Isle of Wight County,51093
49470,VA,James City County,51095
49480,VA,King and Queen County,51097
49490,VA,King George County,51099
49500,VA,King William County,51101
49510,VA,Lancaster County,51103
49520,VA,Lee County,51105
49530,VA,Loudoun County,51107
49540,VA,Louisa County,51109
49550,VA,Lunenburg County,51111
49560,VA,Madison County,51113
49570,VA,Mathews County,51115
49580,VA,Mecklenburg County,51117
49590,VA,Middlesex County,51119
49600,VA,Montgomery County,51121
49620,VA,Nelson County,51125
49621,VA,New Kent County,51127
49650,VA,Northampton County,51131
49660,VA,Northumberland County,51133
49670,VA,Nottoway County,51135
49680,VA,Orange County,51137
49690,VA,Page County,51139
49700,VA,Patrick County,51141
49710,VA,Pittsylvania County,51143
49720,VA,Powhatan County,51145
49730,VA,Prince Edward County,51147
49740,VA,Prince George County,51149
49750,VA,Prince William County,51153
49770,VA,Pulaski County,51155
49780,VA,Rappahannock County,51157
49790,VA,Richmond County,51159
49800,VA,Roanoke County,51161
49810,VA,Rockbridge County,51163
49820,VA,Rockingham County,51165
49830,VA,Russell County,51167
49840,VA,Scott County,51169
49850,VA,Shenandoah County,51171
49860,VA,Smyth County,51173
49870,VA,Southampton County,51175
49880,VA,Spotsylvania County,51177
49890,VA,Stafford County,51179
49900,VA,Surry County,51181
49910,VA,Sussex County,51183
49920,VA,Tazewell County,51185
49930,VA,Warren County,51187
49950,VA,Washington County,51191
49960,VA,Westmoreland County,51193
49970,VA,Wise County,51195
49980,VA,Wythe County,51197
49981,VA,York County,51199
49011,VA,Alexandria city,51510
49088,VA,Bedford city,51515
49111,VA,Bristol city,51520
49141,VA,Buena Vista city,51530
49191,VA,Charlottesville city,51540
49194,VA,Chesapeake city,51550
49211,VA,Alleghany County,51560
49212,VA,Colonial Heights city,51570
49213,VA,Covington city,51580
49241,VA,Danville city,51590
49270,VA,Emporia city,51595
49288,VA,Fairfax city,51600
49291,VA,Falls Church city,51610
49328,VA,Franklin city,51620
49342,VA,Fredericksburg city,51630
49343,VA,Galax city,51640
49411,VA,Hampton city,51650
49421,VA,Harrisonburg city,51660
49451,VA,Hopewell city,51670
49522,VA,Lexington city,51678
49551,VA,Lynchburg city,51680
49563,VA,Manassas city,51683
49565,VA,Manassas Park city,51685
49561,VA,Martinsville city,51690
49610,VA,Suffolk city,51695
49622,VA,Newport News city,51700
49641,VA,Norfolk city,51710
49661,VA,Norton city,51720
49701,VA,Petersburg city,51730
49712,VA,Poquoson city,51735
49711,VA,Portsmouth city,51740
49771,VA,Radford city,51750
49791,VA,Richmond city,51760
49801,VA,Roanoke city,51770
49838,VA,Salem city,51775
49867,VA,Halifax County,51780
49891,VA,Staunton city,51790
49892,VA,Suffolk city,51800
49921,VA,Virginia Beach city,51810
49951,VA,Waynesboro city,51820
49961,VA,Williamsburg city,51830
49962,VA,Winchester city,51840
50000,WA,Adams County,53001
50010,WA,Asotin County,53003
50020,WA,Benton County,53005
50030,WA,Chelan County,53007
50040,WA,Clallam County,53009
50050,WA,Clark County,53011
50060,WA,Columbia County,53013
50070,WA,Cowlitz County,53015
50080,WA,Douglas County,53017
50090,WA,Ferry County,53019
50100,WA,Franklin County,53021
50110,WA,Garfield County,53023
50120,WA,Grant County,53025
50130,WA,Grays Harbor County,53027
50140,WA,Island County,53029
50150,WA,Jefferson County,53031
50160,WA,King County,53033
50170,WA,Kitsap County,53035
50180,WA,Kittitas County,53037
50190,WA,Klickitat County,53039
50200,WA,Lewis County,53041
50210,WA,Lincoln County,53043
50220,WA,Mason County,53045
50230,WA,Okanogan County,53047
50240,WA,Pacific County,53049
50250,WA,Pend Oreille County,53051
50260,WA,Pierce County,53053
50270,WA,San Juan County,53055
50280,WA,Skagit County,53057
50290,WA,Skamania County,53059
50300,WA,Snohomish County,53061
50310,WA,Spokane County,53063
50320,WA,Stevens County,53065
50330,WA,Thurston County,53067
50340,WA,Wahkiakum County,53069
50350,WA,Walla Walla County,53071
50360,WA,Whatcom County,53073
50370,WA,Whitman County,53075
50380,WA,Yakima County,53077
51000,WV,Barbour County,54001
51010,WV,Berkeley County,54003
51020,WV,Boone County,54005
51030,WV,Braxton County,54007
51040,WV,Brooke County,54009
51050,WV,Cabell County,54011
51060,WV,Calhoun County,54013
51070,WV,Clay County,54015
51080,WV,Doddridge County,54017
51090,WV,Fayette County,54019
51100,WV,Gilmer County,54021
51110,WV,Grant County,54023
51120,WV,Greenbrier County,54025
51130,WV,Hampshire County,54027
51140,WV,Hancock County,54029
51150,WV,Hardy County,54031
51160,WV,Harrison County,54033
51170,WV,Jackson County,54035
51180,WV,Jefferson County,54037
51190,WV,Kanawha County,54039
51200,WV,Lewis County,54041
51210,WV,Lincoln County,54043
51220,WV,Logan County,54045
51230,WV,McDowell County,54047
51240,WV,Marion County,54049
51250,WV,Marshall County,54051
51260,WV,Mason County,54053
51270,WV,Mercer County,54055
51280,WV,Mineral County,54057
51290,WV,Mingo County,54059
51300,WV,Monongalia County,54061
51310,WV,Monroe County,54063
51320,WV,Morgan County,54065
51330,WV,Nicholas County,54067
51340,WV,Ohio County,54069
51350,WV,Pendleton County,54071
51360,WV,Pleasants County,54073
51370,WV,Pocahontas County,54075
51380,WV,Preston County,54077
51390,WV,Putnam County,54079
51400,WV,Raleigh County,54081
51410,WV,Randolph County,54083
51420,WV,Ritchie County,54085
51430,WV,Roane County,54087
51440,WV,Summers County,54089
51450,WV,Taylor County,54091
51460,WV,Tucker County,54093
51470,WV,Tyler County,54095
51480,WV,Upshur County,54097
51490,WV,Wayne County,54099
51500,WV,Webster County,54101
51510,WV,Wetzel County,54103
51520,WV,Wirt County,54105
51530,WV,Wood County,54107
51540,WV,Wyoming County,54109
52000,WI,Adams County,55001
52010,WI,Ashland County,55003
52020,WI,Barron County,55005
52030,WI,Bayfield County,55007
52040,WI,Brown County,55009
52050,WI,Buffalo County,55011
52060,WI,Burnett County,55013
52070,WI,Calumet County,55015
52080,WI,Chippewa County,55017
52090,WI,Clark County,55019
52100,WI,Columbia County,55021
52110,WI,Crawford County,55023
52120,WI,Dane County,55025
52130,WI,Dodge County,55027
52140,WI,Door County,55029
52150,WI,Douglas County,55031
52160,WI,Dunn County,55033
52170,WI,Eau Claire County,55035
52180,WI,Florence County,55037
52190,WI,Fond du Lac County,55039
52200,WI,Forest County,55041
52210,WI,Grant County,55043
52220,WI,Green County,55045
52230,WI,Green Lake County,55047
52240,WI,Iowa County,55049
52250,WI,Iron County,55051
52260,WI,Jackson County,55053
52270,WI,Jefferson County,55055
52280,WI,Juneau County,55057
52290,WI,Kenosha County,55059
52300,WI,Kewaunee County,55061
52310,WI,La Crosse County,55063
52320,WI,Lafayette County,55065
52330,WI,Langlade County,55067
52340,WI,Lincoln County,55069
52350,WI,Manitowoc County,55071
52360,WI,Marathon County,55073
52370,WI,Marinette County,55075
52380,WI,Marquette County,55077
52381,WI,Menominee County,55078
52390,WI,Milwaukee County,55079
52400,WI,Monroe County,55081
52410,WI,Oconto County,55083
52420,WI,Oneida County,55085
52430,WI,Outagamie County,55087
52440,WI,Ozaukee County,55089
52450,WI,Pepin County,55091
52460,WI,Pierce County,55093
52470,WI,Polk County,55095
52480,WI,Portage County,55097
52490,WI,Price County,55099
52500,WI,Racine County,55101
52510,WI,Richland County,55103
52520,WI,Rock County,55105
52530,WI,Rusk County,55107
52540,WI,St. Croix County,55109
52550,WI,Sauk County,55111
52560,WI,Sawyer County,55113
52570,WI,Shawano County,55115
52580,WI,Sheboygan County,55117
52590,WI,Taylor County,55119
52600,WI,Trempealeau County,55121
52610,WI,Vernon County,55123
52620,WI,Vilas County,55125
52630,WI,Walworth County,55127
52640,WI,Washburn County,55129
52650,WI,Washington County,55131
52660,WI,Waukesha County,55133
52670,WI,Waupaca County,55135
52680,WI,Waushara County,55137
52690,WI,Winnebago County,55139
52700,WI,Wood County,55141
53000,WY,Albany County,56001
53010,WY,Big Horn County,56003
53020,WY,Campbell County,56005
53030,WY,Carbon County,56007
53040,WY,Converse County,56009
53050,WY,Crook County,56011
53060,WY,Fremont County,56013
53070,WY,Goshen County,56015
53080,WY,Hot Springs County,56017
53090,WY,Johnson County,56019
53100,WY,Laramie County,56021
53110,WY,Lincoln County,56023
53120,WY,Natrona County,56025
53130,WY,Niobrara County,56027
53140,WY,Park County,56029
53150,WY,Platte County,56031
53160,WY,Sheridan County,56033
53170,WY,Sublette County,56035
53180,WY,Sweetwater County,56037
53190,WY,Teton County,56039
53200,WY,Uinta County,56041
53210,WY,Washakie County,56043
53220,WY,Weston County,56045
40010,PR,Adjuntas Municipio,72001
40020,PR,Aguada Municipio,72003
40030,PR,Aguadilla Municipio,72005
40040,PR,Aguas Buenas Municipio,72007
40050,PR,Aibonito Municipio,72009
40060,PR,Anasco Municipio,72011
40070,PR,Arecibo Municipio,72013
40080,PR,Arroyo Municipio,72015
40090,PR,Barceloneta Municipio,72017
40100,PR,Barranquitas Municipio,72019
40110,PR,Bayamon Municipio,72021
40120,PR,Cabo Rojo Municipio,72023
40130,PR,Caguas Municipio,72025
40140,PR,Camuy Municipio,72027
40145,PR,Canovanas Municipio,72029
40150,PR,Carolina Municipio,72031
40160,PR,Catano Municipio,72033
40170,PR,Cayey Municipio,72035
40180,PR,Ceiba Municipio,72037
40190,PR,Ciales Municipio,72039
40200,PR,Cidra Municipio,72041
40210,PR,Coamo Municipio,72043
40220,PR,Comerio Municipio,72045
40230,PR,Corozal Municipio,72047
40240,PR,Culebra Municipio,72049
40250,PR,Dorado Municipio,72051
40260,PR,Fajardo Municipio,72053
40265,PR,Florida Municipio,72054
40270,PR,Guanica Municipio,72055
40280,PR,Guayama Municipio,72057
40290,PR,Guayanilla Municipio,72059
40300,PR,Guaynabo Municipio,72061
40310,PR,Gurabo Municipio,72063
40320,PR,Hatillo Municipio,72065
40330,PR,Hormigueros Municipio,72067
40340,PR,Humacao Municipio,72069
40350,PR,Isabela Municipio,72071
40360,PR,Jayuya Municipio,72073
40370,PR,Juana Diaz Municipio,72075
40380,PR,Juncos Municipio,72077
40390,PR,Lajas Municipio,72079
40400,PR,Lares Municipio,72081
40410,PR,Las Marias Municipio,72083
40420,PR,Las Piedras Municipio,72085
40430,PR,Loiza Municipio,72087
40440,PR,Luquillo Municipio,72089
40450,PR,Manati Municipio,72091
40460,PR,Maricao Municipio,72093
40470,PR,Maunabo Municipio,72095
40480,PR,Mayaguez Municipio,72097
40490,PR,Moca Municipio,72099
40500,PR,Morovis Municipio,72101
40510,PR,Naguabo Municipio,72103
40520,PR,Naranjito Municipio,72105
40530,PR,Orocovis Municipio,72107
40540,PR,Patillas Municipio,72109
40550,PR,Penuelas Municipio,72111
40560,PR,Ponce Municipio,72113
40570,PR,Quebradillas Municipio,72115
40580,PR,Rincon Municipio,72117
40590,PR,Rio Grande Municipio,72119
40610,PR,Sabana Grande Municipio,72121
40620,PR,Salinas Municipio,72123
40630,PR,San German Municipio,72125
40640,PR,San Juan Municipio,72127
40650,PR,San Lorenzo Municipio,72129
40660,PR,San Sebastian Municipio,72131
40670,PR,Santa Isabel Municipio,72133
40680,PR,Toa Alta Municipio,72135
40690,PR,Toa Baja Municipio,72137
40700,PR,Trujillo Alto Municipio,72139
40710,PR,Utuado Municipio,72141
40720,PR,Vega Alta Municipio,72143
2030,AK,Hoonah-Angoon,2031
2040,AK,North Slope Borough,2040
2080,AK,Valdez-Cordova,2080
2120,AK,Kenai Peninsula Borough,2120
2140,AK,Northwest Arctic Borough,2140
2160,AK,Bethel Census Area,2160
2190,AK,Prince of Wales-Hyder Census Area,2190
40999,PR,Puerto Rico,72990
2232,AK,Hoonah-Angoon,2232
2240,AK,Southeast Fairbanks,2240
2250,AK,Yukon-Koyukuk,2250
2260,AK,Valdez-Cordova,2260
2261,AK,Valdez-Cordova,2261
40730,PR,Vega Baja Municipio,72145
40740,PR,Vieques Municipio,72147
40750,PR,Villalba Municipio,72149
2270,AK,Kusilvak Census Area,2270
2280,AK,Petersburg Borough,2280
40760,PR,Yabucoa Municipio,72151
2282,AK,Yakutat City and Borough,2282
40770,PR,Yauco Municipio,72153
2290,AK,Yukon-Koyukuk,2290
